P,T,fG,NCeq,cH,cC,cG,cN
170000.0,275.8965517241379,0.0,28657165.9472625,5.9561113384709546e-08,0.0737658950134352,0.0001392987167549,4.674653411854063e-05
170000.0,275.8965517241379,0.0023210526315789,27157660.782461103,5.942944335180225e-08,0.0742480803285082,0.0001373949620291,4.719512765173593e-05
170000.0,275.8965517241379,0.0046421052631578,25657246.32170166,5.929732086048247e-08,0.0747302638828796,0.0001354919117751,4.764375126277294e-05
170000.0,275.8965517241379,0.0069631578947368,24155935.53519048,5.9164689930189915e-08,0.0752124471905027,0.0001335890056461,4.8092385247095495e-05
170000.0,275.8965517241379,0.0092842105263157,22653720.1033841,5.903151738041863e-08,0.0756946303922002,0.0001316861930317,4.854102795934273e-05
170000.0,275.8965517241379,0.0116052631578947,21150590.27602209,5.8897770629923e-08,0.0761768135382606,0.0001297834562817,4.8989678871066114e-05
170000.0,275.8965517241379,0.0139263157894736,19646535.492136605,5.8763416544836985e-08,0.0766589966530987,0.0001278807871589,4.943833777005941e-05
170000.0,275.8965517241379,0.0162473684210526,18141544.50655886,5.862842111542814e-08,0.0771411797504745,0.0001259781812555,4.988700457208796e-05
170000.0,275.8965517241379,0.0185684210526315,16635605.4142016,5.849274929708242e-08,0.077623362838824,0.0001240756360529,5.033567925575309e-05
170000.0,275.8965517241379,0.0208894736842105,15128694.845633209,5.835636474566519e-08,0.0781055459644485,0.000122173152089,5.0784361904425055e-05
170000.0,275.8965517241379,0.0232105263157894,13620809.301933669,5.8219230108606406e-08,0.0785877290939523,0.0001202707265588,5.123305248885158e-05
170000.0,275.8965517241379,0.0255315789473684,12111935.817930158,5.8081306607886086e-08,0.0790699122252296,0.0001183683590879,5.168175104765845e-05
170000.0,275.8965517241379,0.0278526315789473,10602063.92859313,5.794255396164125e-08,0.0795520953429975,0.0001164660458612,5.2130457604319486e-05
170000.0,275.8965517241379,0.0301736842105263,9091180.321515838,5.7802930422768116e-08,0.080034278437983,0.00011456378495,5.257917219404927e-05
170000.0,275.8965517241379,0.0324947368421052,7579263.103882248,5.7662392746534e-08,0.0805164615294357,0.0001126615807348,5.302789489462061e-05
170000.0,275.8965517241379,0.0348157894736842,6066293.965867019,5.752089607267096e-08,0.080998644617891,0.0001107594355758,5.347662573317766e-05
170000.0,275.8965517241379,0.0371368421052631,4552254.649460755,5.73783940273494e-08,0.0814808276955043,0.000108857350202,5.392536468290709e-05
170000.0,275.8965517241379,0.0394578947368421,3037126.197418312,5.7234840352814856e-08,0.0819630107470574,0.0001069553345534,5.437411160872471e-05
170000.0,275.8965517241379,0.041778947368421,1520888.8766175502,5.70901962713722e-08,0.0824451937371528,0.0001050533940581,5.482286607163385e-05
170000.0,275.8965517241379,0.0441,3496.7565543145934,5.6495179024927225e-08,0.0829273770641159,0.0001031509679388,5.527162653130594e-05
170000.0,277.86206896551727,0.0,22889391.739910573,5.2601660845290416e-08,0.0688149795297638,0.0001396104218255,4.6794276522779934e-05
170000.0,277.86206896551727,0.0023210526315789,21692492.848063104,5.2485466414443883e-08,0.0692653164502778,0.0001376908778641,4.724037127865888e-05
170000.0,277.86206896551727,0.0046421052631578,20494794.701599177,5.2368850501207225e-08,0.0697156525049071,0.000135771776643,4.768648946575856e-05
170000.0,277.86206896551727,0.0069631578947368,19296301.54216529,5.2251772532814234e-08,0.0701659884384742,0.0001338527796965,4.813261655822669e-05
170000.0,277.86206896551727,0.0092842105263157,18097005.31285857,5.2134203593173e-08,0.0706163243257246,0.0001319338545875,4.8578751282025673e-05
170000.0,277.86206896551727,0.0116052631578947,16896897.041150898,5.201611478379204e-08,0.0710666601934216,0.0001300149900365,4.902489323207552e-05
170000.0,277.86206896551727,0.0139263157894736,15695967.130500592,5.189747655517477e-08,0.0715169960547615,0.0001280961808383,4.947104225134024e-05
170000.0,277.86206896551727,0.0162473684210526,14494205.410998432,5.177825850148501e-08,0.0719673319172057,0.0001261774242666,4.991719828379438e-05
170000.0,277.86206896551727,0.0185684210526315,13291601.13910232,5.1658429246179154e-08,0.0724176677853991,0.0001242587188218,5.0363361323494906e-05
170000.0,277.86206896551727,0.0208894736842105,12088134.353039475,5.1537956256616665e-08,0.0728680037029381,0.0001223400656023,5.0809531448401976e-05
170000.0,277.86206896551727,0.0232105263157894,10883800.906304572,5.1416805999349824e-08,0.0733183396351951,0.0001204214623039,5.12557086471212e-05
170000.0,277.86206896551727,0.0255315789473684,9678589.016912237,5.129494366564777e-08,0.0737686755791595,0.0001185029088296,5.170189296302357e-05
170000.0,277.86206896551727,0.0278526315789473,8472488.827289604,5.1172333052238626e-08,0.0742190115192572,0.0001165844015547,5.214808442815131e-05
170000.0,277.86206896551727,0.0301736842105263,7265488.123638949,5.104893661274994e-08,0.0746693474473318,0.0001146659386355,5.259428308545598e-05
170000.0,277.86206896551727,0.0324947368421052,6057567.749807281,5.092471545132336e-08,0.0751196833806507,0.0001127475243799,5.304048901062073e-05
170000.0,277.86206896551727,0.0348157894736842,4848711.322803257,5.0799629146097946e-08,0.0755700193235882,0.0001108291610184,5.348670224368703e-05
170000.0,277.86206896551727,0.0371368421052631,3638902.4073353433,5.067363579533783e-08,0.0760203552705751,0.0001089108490071,5.393292278144868e-05
170000.0,277.86206896551727,0.0394578947368421,2428123.914674379,5.0546693247430686e-08,0.0764706912132559,0.0001069925977378,5.437915053915039e-05
170000.0,277.86206896551727,0.041778947368421,1216358.057185711,5.0418764187540116e-08,0.0769210271277844,0.0001050744113434,5.48253851965109e-05
170000.0,277.86206896551727,0.0441,3671.15702189856,5.0322935405876975e-08,0.0773713633425576,0.0001031558942135,5.527162545822946e-05
170000.0,279.82758620689657,0.0,18145891.60678824,4.897810524255773e-08,0.0643280884068423,0.0001398648053758,4.683353968566696e-05
170000.0,279.82758620689657,0.0023210526315789,17197559.65051371,4.88677065208316e-08,0.0647495634415081,0.0001379322455278,4.727758151854146e-05
170000.0,279.82758620689657,0.0046421052631578,16248544.536709815,4.875689767132078e-08,0.0651710380550538,0.0001359999735399,4.7721641543628415e-05
170000.0,279.82758620689657,0.0069631578947368,15298846.649991784,4.8645644946051274e-08,0.0655925126114156,0.0001340677792522,4.8165709052997445e-05
170000.0,279.82758620689657,0.0092842105263157,14348458.69386817,4.8533921073630974e-08,0.0660139871506813,0.0001321356411196,4.860978305694076e-05
170000.0,279.82758620689657,0.0116052631578947,13397372.738318011,4.842169851044529e-08,0.0664354616874467,0.0001302035516745,4.905386324330736e-05
170000.0,279.82758620689657,0.0139263157894736,12445580.356056765,4.8308949002066025e-08,0.0668569362289391,0.0001282715075153,4.9497949494799975e-05
170000.0,279.82758620689657,0.0162473684210526,11493072.638501875,4.81956434333231e-08,0.0672784107793017,0.0001263395069067,4.9942041774063006e-05
170000.0,279.82758620689657,0.0185684210526315,10539840.185567452,4.808175173422416e-08,0.0676998853410648,0.0001244075489406,5.038614008362565e-05
170000.0,279.82758620689657,0.0208894736842105,9585866.24366365,4.796724274040996e-08,0.068121359956545,0.0001224756350124,5.08302444930894e-05
170000.0,279.82758620689657,0.0232105263157894,8631146.555957671,4.78520842573023e-08,0.0685428345902497,0.0001205437631161,5.127435500141911e-05
170000.0,279.82758620689657,0.0255315789473684,7675670.758751269,4.773624287505246e-08,0.0689643092388005,0.0001186119333049,5.1718471651682894e-05
170000.0,279.82758620689657,0.0278526315789473,6719429.961488095,4.761968381481786e-08,0.069385783886456,0.0001166801420611,5.216259447843346e-05
170000.0,279.82758620689657,0.0301736842105263,5762413.346761133,4.750237099217853e-08,0.069807258524362,0.0001147483875846,5.260672352511044e-05
170000.0,279.82758620689657,0.0324947368421052,4804604.529172514,4.738426702962021e-08,0.0702287331725569,0.0001128166741343,5.305085886353783e-05
170000.0,279.82758620689657,0.0348157894736842,3845989.257447032,4.7265333031220976e-08,0.0706502078337166,0.0001108850038725,5.349500053560384e-05
170000.0,279.82758620689657,0.0371368421052631,2886553.1700805384,4.714552859192875e-08,0.0710716825055154,0.0001089533771438,5.393914855239077e-05
170000.0,279.82758620689657,0.0394578947368421,1926281.3159128767,4.7024812797756957e-08,0.0714931571797332,0.0001070218031281,5.4383302859626725e-05
170000.0,279.82758620689657,0.041778947368421,965158.1226786572,4.690314790083421e-08,0.0719146318427368,0.0001050902855082,5.482746322559581e-05
170000.0,279.82758620689657,0.0441,3164.479325960508,4.6661898519333613e-08,0.0723361066967735,0.0001031585746241,5.527162857011984e-05
170000.0,281.7931034482759,0.0,14277246.065632563,4.7696684461955086e-08,0.0602557099573574,0.0001400708282156,4.6865560634762463e-05
170000.0,281.7931034482759,0.0023210526315789,13531411.297662497,4.7585297388884365e-08,0.0606509906739494,0.0001381276438562,4.730792978598215e-05
170000.0,281.7931034482759,0.0046421052631578,12785008.77658226,4.747349472151574e-08,0.0610462711947289,0.0001361846511956,4.77503129881619e-05
170000.0,281.7931034482759,0.0069631578947368,12038037.297468713,4.7361245330820475e-08,0.06144155169077,0.0001342417173252,4.81927023480363e-05
170000.0,281.7931034482759,0.0092842105263157,11290490.541000605,4.7248521861363313e-08,0.0618368321837151,0.0001322988275094,4.863509709411455e-05
170000.0,281.7931034482759,0.0116052631578947,10542361.72642815,4.71352965045625e-08,0.0622321126815762,0.000130355976655,4.9077496984054575e-05
170000.0,281.7931034482759,0.0139263157894736,9793643.673325948,4.702154067959964e-08,0.0626273931883366,0.0001284131624733,4.951990192893576e-05
